key,fare_amount
2015-01-27 13:08:24.0000002,11.30207550655705
2015-01-27 13:08:24.0000003,11.370283259891496
2011-10-08 11:53:44.0000002,4.840505035956948
2012-12-01 21:12:12.0000002,8.686416811425667
2012-12-01 21:12:12.0000003,16.08902865765906
2012-12-01 21:12:12.0000005,10.3321751036579
2011-10-06 12:10:20.0000001,5.426366587843391
2011-10-06 12:10:20.0000003,49.59661495332703
2011-10-06 12:10:20.0000002,11.56041837782351
2014-02-18 15:22:20.0000002,6.829937408605321
2014-02-18 15:22:20.0000003,10.38029938986265
2014-02-18 15:22:20.0000001,18.464708200105267
2010-03-29 20:20:32.0000002,4.102148499144297
2010-03-29 20:20:32.0000001,6.38087269935854
2011-10-06 03:59:12.0000002,7.257137200505263
2011-10-06 03:59:12.0000001,10.271276426324748
2012-07-15 16:45:04.0000006,3.66203351779326
2012-07-15 16:45:04.0000002,8.941905455902651
2012-07-15 16:45:04.0000003,4.983356571148356
2012-07-15 16:45:04.0000004,4.4143816112813825
2014-10-29 02:09:56.0000001,7.0338928448706675
2014-06-14 13:39:00.00000010,8.316851812737605
2014-06-14 13:39:00.00000060,7.87828540011409
2014-06-14 13:39:00.00000087,8.527130610829543
2014-06-14 13:39:00.00000050,18.142697472888262
2014-06-14 13:39:00.0000003,6.982819934710346
2014-06-14 13:39:00.000000158,37.691767538438256
2014-06-14 13:39:00.00000015,25.584572258719017
2014-06-14 13:39:00.00000073,6.332473840326372
2014-06-14 13:39:00.00000077,16.509698165102485
2014-06-14 13:39:00.000000145,9.564109942469797
2014-06-14 13:39:00.00000079,6.593198041463157
2014-06-14 13:39:00.000000121,5.373070211153981
2014-06-14 13:39:00.00000021,11.35535612139313
2014-06-14 13:39:00.0000005,8.804935900246948
2014-06-14 13:39:00.000000165,7.537693498552484
2014-06-14 13:39:00.000000184,6.565217199289067
2014-06-14 13:39:00.00000059,6.243915581372696
2014-06-14 13:39:00.00000070,8.014298678814077
2014-06-14 13:39:00.00000068,4.6097700943607185
2014-06-14 13:39:00.000000133,19.9650867632012
2014-06-14 13:39:00.000000128,10.263411425499033
2014-06-14 13:39:00.000000136,18.436655053858942
2014-06-14 13:39:00.00000017,10.958942531787832
2014-06-14 13:39:00.000000111,5.525023526408015
2014-06-14 13:39:00.000000115,12.361993424400866
